0	1159
0	9819
0	20645
0	6908
0	18284
0	12840
0	15876
0	17353
0	7506
0	13758
0	1151
0	16069
0	13226
0	17085
0	15684
0	7333
0	9178
0	12382
0	5029
0	14373
0	13576
0	13316
1	21275
1	2887
1	8373
1	5484
2	12225
2	17638
2	17816
2	13381
2	5824
2	4650
2	6261
2	3053
2	1042
2	4701
2	5255
3	21093
3	20492
3	20516
3	16809
3	17540
3	6507
3	11384
3	6941
3	3053
3	4842
3	560
3	2705
3	3035
3	7363
4	15845
4	14205
4	6864
4	10881
4	1201
4	3981
4	909
4	8073
4	6614
4	5542
4	1627
5	19497
5	20745
5	11616
5	18921
5	18501
5	18243
5	5707
5	9423
5	2599
5	6591
5	7738
5	11374
6	9819
6	20288
6	21343
6	15244
6	18050
6	15
6	14249
6	17686
6	2003
6	3756
6	11373
6	17816
6	14682
6	33
6	6592
6	14524
6	16289
6	2938
6	17421
6	7363
6	9516
6	17399
6	7161
6	7571
6	10305
6	13782
6	152
6	2187
6	602
6	2871
6	2789
6	9530
6	13684
6	10263
6	17376
6	14302
6	12312
6	12186
6	6399
6	13773
6	7793
6	16457
6	12852
6	5573
6	14471
6	15974
6	16195
6	13232
7	2767
7	15035
7	20203
7	6390
7	21817
7	20360
7	18246
7	20555
7	17964
7	19892
7	12143
7	6864
7	14650
7	9819
7	9697
7	6062
7	6172
7	1823
7	1012
7	429
7	3204
7	16
7	2621
7	10564
7	7705
7	665
7	395
7	2149
7	2338
7	3591
7	836
7	3556
7	5892
7	1398
8	17977
8	17612
8	17244
9	990
9	3053
9	9178
10	13019
11	8434
12	99
12	1000
13	14178
13	5515
13	126
13	4713
13	9864
13	13881
13	10418
13	678
13	4084
13	3700
13	395
14	21034
14	10097
14	15701
14	13511
14	9268
14	21819
14	21366
14	3629
14	8434
14	18116
14	17527
14	19417
14	20140
14	9930
14	17280
14	13207
14	18429
14	12403
14	8615
14	9439
14	6172
14	3981
14	13808
14	4541
14	10520
14	8570
15	2022
15	13494
15	11295
16	12564
16	2757
16	8332
16	2817
16	1599
16	3759
16	2717
16	3295
16	5487
16	157
16	1548
16	2872
16	158
16	2974
16	2249
17	21824
17	15772
17	3079
17	2767
17	15140
17	13829
17	15251
17	14128
17	7617
17	18836
17	16646
17	21552
17	4015
17	5371
17	18546
17	20602
17	1329
17	20207
17	9349
17	16807
17	18462
17	17660
17	18120
17	4648
17	10105
17	2871
17	2194
17	6958
17	2789
17	9462
17	9466
17	13146
17	9398
17	9633
17	9460
17	8630
17	8631
17	9631
17	9464
17	9375
17	1024
17	12404
17	4206
17	3184
17	4472
17	6292
17	6243
17	2231
17	7361
17	2896
17	1493
17	8239
17	4132
17	3750
17	4123
17	3234
17	1781
17	3508
18	21315
18	21153
18	1715
18	12609
18	9499
18	6271
18	10690
18	16395
18	16397
18	16453
18	20526
18	20722
18	18003
18	6993
18	11300
18	16623
18	16621
18	16617
18	16615
18	16611
18	18493
18	7801
18	11900
18	14265
18	14080
18	11414
18	13948
18	13908
18	18772
18	16382
18	16369
18	9715
18	11055
18	10229
18	10502
18	14414
18	11245
18	13405
18	15561
19	2789
19	6948
19	2003
19	1019
19	7670
19	7604
20	21352
20	21552
20	21364
20	21348
20	15684
20	12178
20	5707
20	11804
20	16231
20	7355
20	677
20	3556
21	18787
21	12653
21	3923
21	832
21	8304
22	21480
22	17580
22	21529
22	19207
22	6492
22	6670
22	8619
23	8103
24	17279
24	18669
24	2162
24	14990
24	15092
24	14991
24	11286
24	3334
24	3452
24	2174
24	20169
24	2247
24	20972
24	21350
24	20033
24	8420
24	19861
24	19942
24	19812
24	19417
24	8560
24	9569
24	7565
24	17113
24	6864
24	13263
24	7814
24	1781
25	16747
25	9851
25	13106
25	112
25	3781
25	2958
26	13263
26	13464
27	19511
27	19425
27	17612
27	11667
27	14589
28	21817
28	19192
28	257
29	7187
29	7469
29	4684
29	7952
29	768
29	350
29	3981
30	14611
30	943
30	9217
30	3019
30	8638
30	412
30	12051
30	3194
30	2227
30	8637
30	3104
30	5241
30	5504
30	1946
30	714
30	938
30	1088
30	11775
30	11286
30	11393
31	18309
31	8913
31	18022
31	2338
31	276
31	257
31	2337
31	9060
31	665
31	5948
31	627
31	7109
31	560
31	13635
31	5959
31	2194
31	5430
31	16058
31	7481
31	7150
31	139
31	13696
31	968
31	5605
31	14443
31	13999
31	11922
31	1437
31	1512
31	2026
31	9029
31	9030
31	7492
31	9634
31	882
31	3781
31	1087
31	5511
31	9520
31	4193
31	4187
31	4192
31	4191
31	424
31	6431
31	3750
31	2564
31	324
31	1151
31	281
31	4195
32	2268
32	21527
32	21756
32	19201
32	19892
32	4843
32	9556
32	17964
32	9207
32	1048
32	2663
32	14601
32	3698
32	3246
32	7911
32	1176
32	395
32	13254
32	3702
32	1546
32	11173
32	7354
32	9516
32	7363
32	799
33	21239
33	20602
33	20207
33	19234
33	10238
33	12356
33	17274
33	17574
33	17150
33	17492
33	17711
33	614
33	14643
33	12381
33	6623
33	13600
34	21125
34	13812
34	20822
34	20563
34	17243
34	6417
34	1230
34	8226
34	12390
34	14831
34	8603
35	429
35	1176
35	17724
35	10597
35	2220
35	10657
35	17441
35	10643
35	9149
35	4099
35	19274
35	16968
35	13639
36	12616
36	14507
36	6803
36	6009
36	20013
36	4051
36	18416
36	18225
36	18224
36	20074
36	20207
37	17613
37	21486
37	14766
37	9664
37	17413
37	21692
37	17287
37	8265
37	20196
37	21340
37	10201
37	17244
37	18921
37	98
37	17021
37	6582
38	12568
38	18662
38	18294
38	21915
38	20466
38	12518
38	4096
38	8520
38	19447
38	11504
38	1498
38	16227
38	14566
38	100
38	813
38	13649
38	17938
38	12470
38	12733
38	15725
38	6389
38	12179
38	3760
38	392
38	3430
38	11289
38	15434
38	2912
38	3750
39	8324
39	5587
39	403
39	5366
39	7105
39	395
39	7616
39	9128
39	673
39	6774
39	5574
39	3222
41	9753
41	14478
41	5872
41	7363
41	12524
41	8886
41	6570
41	7354
41	1057
41	6736
42	21629
42	17470
42	6797
42	4261
42	17694
42	10001
42	18971
42	8996
42	6270
42	2089
42	904
42	718
42	1726
42	3263
42	863
42	5868
42	7544
42	7676
42	7067
42	8280
42	392
42	6456
42	7438
42	8368
42	7141
43	1445
43	7853
43	10120
44	17015
44	9684
44	9819
44	3591
44	13333
44	7945
44	1176
44	945
44	10661
44	6007
44	4177
44	7266
44	9676
45	10661
45	5317
45	13963
45	19763
45	20705
45	5758
45	14205
45	17216
45	18841
45	14953
45	777
45	11949
45	4591
45	1537
45	6948
45	1916
45	8239
45	1507
45	10183
46	5726
46	9281
46	1634
46	7565
47	15244
47	19941
47	4549
47	16069
47	19287
47	584
47	17448
47	19610
47	19777
47	13999
47	8304
47	1176
47	3160
47	7363
48	14770
48	613
48	6380
48	13951
48	18101
48	13296
48	6915
48	10013
48	6480
48	7167
48	2435
48	203
48	8669
48	813
48	5726
48	8304
48	3702
49	6389
50	2285
51	15274
51	18771
51	2989
51	9819
51	13780
51	3781
51	5605
51	3430
51	3234
51	1715
51	1057
51	2186
51	768
51	7117
51	4591
52	7036
52	3701
52	10775
52	3725
52	4150
52	8655
52	9525
52	9569
52	6018
52	3687
52	15124
52	10909
52	616
52	8579
52	2621
