0	16069	5
0	17103	5
0	12899	5
0	16080	4
0	15683	4
0	13490	4
0	10734	4
0	12383	4
1	10989	4
1	21275	3
1	8373	4
1	15825	3
1	14307	3
1	13742	4
1	382	4
3	20516	5
3	20207	4
3	17540	4
3	10970	4
3	6307	4
3	591	5
3	7849	5
5	16742	5
5	19497	5
5	3931	4
5	21972	5
5	21168	5
5	1027	5
5	11616	5
5	15822	5
5	2205	4
5	2240	5
5	18251	5
5	1998	3
5	15872	5
5	7340	3
5	9423	5
5	12556	5
5	7502	5
5	2599	5
5	6591	4
5	7738	5
6	15244	5
6	15184	2
6	19014	4
6	15008	3
6	19530	1
6	12865	5
6	19925	2
6	13040	2
6	18857	3
6	17687	2
6	16683	3
6	16034	3
6	3642	5
6	10841	4
6	20611	3
6	21435	4
6	21136	5
6	10598	5
6	11373	5
6	21033	5
6	20852	4
6	18226	3
6	19217	4
6	19012	3
6	18435	3
6	14936	3
6	20145	4
6	20137	4
6	16261	5
6	14680	4
6	19547	2
6	33	4
6	10542	3
6	7604	4
6	8784	4
6	10257	5
6	13405	5
6	15918	5
6	13378	2
6	12850	3
6	17622	5
6	6631	5
6	18538	3
6	14868	3
6	2938	5
6	17675	2
6	6913	4
6	9516	4
6	16816	3
6	17213	4
6	10309	4
6	2169	4
6	17673	4
6	17638	3
6	16713	2
6	15580	2
6	17400	3
6	14415	3
6	2242	3
6	11337	3
6	10909	3
6	2871	3
6	1390	3
6	2789	3
6	9530	3
6	10263	4
6	7371	4
6	15595	4
6	16048	2
6	16646	2
6	15390	4
6	12312	2
6	990	3
6	3406	4
6	6399	3
6	14959	3
6	15829	3
6	10743	4
6	4460	4
6	15436	3
6	14471	4
6	13349	3
6	15974	3
6	980	3
6	14191	2
6	12311	1
6	11426	1
7	4748	4
7	7227	4
7	14164	5
7	21703	5
7	12279	4
7	20650	4
7	19732	4
7	21284	4
7	12518	4
7	12698	4
7	12560	5
7	1042	5
7	1887	4
7	6390	4
7	21818	5
7	16069	5
7	15620	4
7	21529	3
7	20983	5
7	19174	5
7	13387	5
7	17964	4
7	18132	3
7	13106	4
7	19892	4
7	18971	5
7	14178	4
7	12143	4
7	6864	5
7	2003	4
7	11704	5
7	9819	5
7	9697	4
7	2249	4
7	9567	4
7	10694	4
7	11056	4
7	16	4
7	1705	4
7	3755	4
7	10017	5
7	8996	4
7	4703	4
7	1721	4
7	1310	5
7	2487	4
7	634	3
7	5585	4
7	2149	4
7	6966	4
7	6948	4
7	8007	5
7	2091	5
7	6588	4
7	958	3
7	718	3
7	3591	3
7	2761	3
7	836	3
7	7354	4
7	5074	5
7	5892	4
7	1398	3
7	2026	4
8	18641	4
8	17614	5
8	17612	4
8	15940	3
8	4141	4
8	10822	4
10	17156	4
10	2026	4
10	350	5
10	3629	4
10	3702	5
10	2772	4
10	1658	4
12	14178	3
12	11633	3
12	3671	3
13	8401	4
13	6219	4
13	691	5
13	13780	3
13	13881	3
13	12840	3
13	118	4
13	3700	4
13	8239	4
13	3748	5
13	10444	4
14	21644	5
14	19364	5
14	21366	5
14	20511	5
14	13114	4
14	20140	5
14	18628	5
14	11421	4
14	10091	4
14	11615	4
14	18432	5
14	7241	4
14	14780	5
14	11040	5
14	9390	4
14	4646	4
15	9187	5
15	13494	5
16	11832	5
16	16994	4
16	19280	5
16	11799	4
17	15175	4
17	21824	4
17	15719	3
17	9872	4
17	11279	4
17	6842	5
17	13829	3
17	17276	5
17	18312	3
17	15184	4
17	13817	5
17	6602	4
17	15683	4
17	21352	5
17	18836	2
17	20961	5
17	13649	5
17	18072	4
17	10611	3
17	14205	3
17	19016	4
17	4640	5
17	19377	5
17	14935	4
17	18380	3
17	1329	4
17	13447	5
17	6864	5
17	9349	4
17	12225	4
17	7355	4
17	18964	3
17	1729	4
17	6806	4
17	2169	3
17	17206	4
17	6808	4
17	9481	4
17	10910	3
17	395	5
17	3461	5
17	2194	4
17	1605	4
17	5097	5
17	3736	4
17	10406	4
17	10654	4
17	1565	4
17	8635	5
17	6021	2
17	1024	5
17	1760	3
17	11606	3
17	2231	4
17	1057	2
17	2936	3
17	7361	4
17	4964	1
17	7518	4
17	440	2
17	1493	3
17	3981	4
17	634	2
17	350	3
17	8240	3
17	1916	2
17	2659	3
17	4123	3
17	698	3
17	2186	3
17	329	3
17	7517	4
18	21315	5
18	21153	5
18	18662	4
18	17406	4
18	10690	4
18	16387	4
18	8134	4
18	17177	3
18	8365	5
18	12183	5
18	14055	5
18	14075	5
18	19561	3
18	10309	5
18	20636	4
18	13016	5
18	12901	4
18	7116	5
18	16628	5
18	16627	4
18	16626	5
18	16624	4
18	16623	5
18	16620	5
18	16615	4
18	16612	5
18	16611	5
18	16610	5
18	19130	5
18	14944	5
18	16385	5
18	14265	5
18	20238	5
18	18896	5
18	14243	5
18	13911	5
18	12983	5
18	19625	5
18	19485	4
18	16384	5
18	16376	5
18	16372	5
18	16370	5
18	14830	5
18	14506	5
18	8072	5
18	11245	5
18	12344	5
18	12209	5
18	10257	5
18	15561	4
19	2789	4
19	1019	4
19	12199	5
19	7912	4
20	18961	5
20	19008	4
20	21385	3
20	21843	4
20	5707	4
20	2599	4
20	9178	4
20	12403	4
20	7354	4
20	10564	3
