02962e0cb21461ff5f23c9c0537a8837	166610f3c3bc67765d3139fb16095759	1	40
7479b20b922846f999ef6938ac1f2202	28884a2d7d07b2608a01ff1608f489b4	0	0
7479b20b922846f999ef6938ac1f2202	1c8b746d972e710400b06a7e7cb7ed3e	0	0
7479b20b922846f999ef6938ac1f2202	e2bb26ab9de74dcd31e089141352100e	0	50
7479b20b922846f999ef6938ac1f2202	e2bb26ab9de74dcd31e089141352100e	0	0
7479b20b922846f999ef6938ac1f2202	0f32a9f1b77aba0269c75df78e3c6ed9	0	50
7479b20b922846f999ef6938ac1f2202	5f2b8282ce236c08d8551c7dc8ba7827	0	50
7479b20b922846f999ef6938ac1f2202	ba24d53b658fba998430f8315dfe62ab	0	50
7479b20b922846f999ef6938ac1f2202	1c8b746d972e710400b06a7e7cb7ed3e	0	50
7479b20b922846f999ef6938ac1f2202	1c8b746d972e710400b06a7e7cb7ed3e	0	50
9bfd0449478028d03ca4d6ccd8591531	bb12d126af61fe12c81cb9beb801b249	0	50
51b2240c6773aff0b0eddbc92f4b7322	ec2154ca5ad3aeb8cd1e7fbb78e0f25b	0	0
51b2240c6773aff0b0eddbc92f4b7322	ccba592d1c7ec5e3e58704cfd6bbfb69	0	0
51b2240c6773aff0b0eddbc92f4b7322	f8e8bdd248d9ea79b9543162f81579a9	0	0
51b2240c6773aff0b0eddbc92f4b7322	a31d49041ff098b18c8e298a813cbe49	0	0
51b2240c6773aff0b0eddbc92f4b7322	fa878ba637a9034dd4fd6e8cbefb21d8	0	0
51b2240c6773aff0b0eddbc92f4b7322	5c839103f619aed6ec27de1e8e1145c9	0	0
51b2240c6773aff0b0eddbc92f4b7322	632c825cbc12a264fa3ac7e06074eeb0	0	0
51b2240c6773aff0b0eddbc92f4b7322	4d2a8c7ea0e81697ce7b6ddab6010234	0	0
cc284a0d2e8f0c424bb0e8d15c8ff7c8	2d7fbc42a40d92dd42ccf265013e4906	0	0
cc284a0d2e8f0c424bb0e8d15c8ff7c8	4d2a8c7ea0e81697ce7b6ddab6010234	0	0
51b2240c6773aff0b0eddbc92f4b7322	745b1a11702626c85870af1b6058c42f	0	0
51b2240c6773aff0b0eddbc92f4b7322	adca36af14891b641895cf3831fc5da4	0	0
51b2240c6773aff0b0eddbc92f4b7322	af37eae74820a6d904e345bb804a801e	0	0
51b2240c6773aff0b0eddbc92f4b7322	525611a6e0c4dd77005ab4da113f99f5	0	0
51b2240c6773aff0b0eddbc92f4b7322	6a67726afafb3b121eedeb880d4e7abe	0	0
51b2240c6773aff0b0eddbc92f4b7322	61a05ee208db5fcd47eb202908b1aecd	0	0
7479b20b922846f999ef6938ac1f2202	cab64acf6797a894be2dd2eb48581048	0	50
51b2240c6773aff0b0eddbc92f4b7322	4551b271b95c061f0c44615f48f82121	0	0
51b2240c6773aff0b0eddbc92f4b7322	22f1807b74c1ea43f278661146e68840	0	0
51b2240c6773aff0b0eddbc92f4b7322	a78c2eb846ba5738c33cff70d8c65660	0	0
51b2240c6773aff0b0eddbc92f4b7322	567aa5587080de976692affa31c7714e	0	0
51b2240c6773aff0b0eddbc92f4b7322	d02f46da88e5deacfb6c9dfe3d7e40ab	0	0
51b2240c6773aff0b0eddbc92f4b7322	7f6535733ddd339bb439c4779b64f569	0	0
52752054a276e95444d602a3f7e005b6	a069da6da729951ed453b0c7e81b8ee1	0	0
51b2240c6773aff0b0eddbc92f4b7322	1eafa85dacde858a5d84b4abc385a44d	0	0
51b2240c6773aff0b0eddbc92f4b7322	f5ff15b383e18af5469b42701a3b4568	0	0
51b2240c6773aff0b0eddbc92f4b7322	c58f7d1ee8a0c631a43c2e0b8d81e594	0	0
52752054a276e95444d602a3f7e005b6	c8985cb4463e4929581afd3b6c0629ab	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	e68b2255f37be321a9815e8083076616	0	0
d443ddb72336e2ec0d60c078293fd0d9	f1608b14bc73734ea5867dca90f77656	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	0c8eb798be67e3c7dd37883d174dde0b	0	0
52752054a276e95444d602a3f7e005b6	cadcd214ee24e38aecf066a8ae6b6e90	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	0c8eb798be67e3c7dd37883d174dde0b	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	0c8eb798be67e3c7dd37883d174dde0b	0	0
ce3828149b0830d45091273d1255a7be	43631455e1d93cc8ef3488d728d402a0	0	0
ce3828149b0830d45091273d1255a7be	1b459d0a228be717b3730e054c58aba8	0	0
ce3828149b0830d45091273d1255a7be	bdfd458db94bfc1ca27e6cb6232ad998	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	2a6cd4ee846c49889463730fd85ad552	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	acb13d4bbf4320d0be9ea47c918b7ae2	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	acb13d4bbf4320d0be9ea47c918b7ae2	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	acb13d4bbf4320d0be9ea47c918b7ae2	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	acb13d4bbf4320d0be9ea47c918b7ae2	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	6eecb72fdc5b7ef69a2e643e66b8c784	0	0
3c24e48ec1cfcc63aa0958f04ae7a2ce	9d823992801864839454193df8ca1192	0	0
3c24e48ec1cfcc63aa0958f04ae7a2ce	38b41d491122998be839ec3eece4dea6	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	6eecb72fdc5b7ef69a2e643e66b8c784	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	ab22d5656147be5149858c7f744783cc	0	0
52752054a276e95444d602a3f7e005b6	78712be2a044ecd9b0f6f3f5cea90898	0	0
4bccecd5cd45d8bb0dd5d26b1b6371a9	2bcc853dc75b260a9fed164809999bbf	0	0
52752054a276e95444d602a3f7e005b6	78712be2a044ecd9b0f6f3f5cea90898	0	0
d36ef0d481b0e86e1c6b9e58f463910b	6d7077fe5687338a05ef8e2f6e386457	0	50
0cc6f6d64422e73767ec680763d0fed8	9837400176b6043d23ef31de896a0a50	1	40
4bccecd5cd45d8bb0dd5d26b1b6371a9	2bcc853dc75b260a9fed164809999bbf	0	0
d18c7b43f79412825ff3010dc6862844	e25bddf91eb906f695945943a7f0d9e9	0	40
